,news_count,news_avg_title_len,news_avg_summary_len,news_llm_sentiment,div_event_count,div_total_vnd,div_total_bonus_ratio,it_event_count,it_total_executed_vol,meeting_event_count
2023-06-18,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-19,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-20,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-21,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-22,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-23,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-24,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-25,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-26,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-27,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-28,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-29,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-06-30,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-07-01,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-07-02,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-07-03,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-07-04,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-07-05,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-4000000.0,1.0
2023-07-06,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-07,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-08,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-09,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-10,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-11,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-12,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-13,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-14,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-15,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-16,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-17,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-18,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-19,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-20,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-21,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-22,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-23,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-24,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,-4000000.0,1.0
2023-07-25,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-07-26,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-07-27,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-07-28,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-07-29,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-07-30,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-07-31,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-01,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-02,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-03,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-04,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-05,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-06,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-07,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-08,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-09,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-10,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-11,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-12,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-13,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-14,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-15,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-16,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-17,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-18,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-19,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-20,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-21,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-22,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-23,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-24,1.0,160.0,2103.0,0.0,1.0,1000.0,0.0,1.0,603600.0,1.0
2023-08-25,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,603600.0,1.0
2023-08-26,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,603600.0,1.0
2023-08-27,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,603600.0,1.0
2023-08-28,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,603600.0,1.0
2023-08-29,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,603600.0,1.0
2023-08-30,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-08-31,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-01,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-02,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-03,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-04,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-05,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-06,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-07,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-08,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-09,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-10,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-11,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-12,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-13,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-14,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-15,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-16,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-17,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-18,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-19,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-20,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-21,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,4.0,-1000000.0,1.0
2023-09-22,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-09-23,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-09-24,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-09-25,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-09-26,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-09-27,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-09-28,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-09-29,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-09-30,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-10-01,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-10-02,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-10-03,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-10-04,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-10-05,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-10-06,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-10-07,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-10-08,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-10-09,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-10-10,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,550000.0,1.0
2023-10-11,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-12,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-13,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-14,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-15,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-16,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-17,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-18,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-19,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-20,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-21,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-22,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-23,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-24,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-25,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-26,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-27,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-28,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-29,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-30,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-10-31,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-01,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-02,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-03,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-04,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-05,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-06,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-07,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-08,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-09,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-10,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-11,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-12,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-13,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-14,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-15,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-16,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-17,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-18,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-19,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-20,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-21,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-22,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-23,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-24,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-25,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-26,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-27,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-28,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-29,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-11-30,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-01,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-02,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-03,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-04,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-05,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-06,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-07,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-08,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-09,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-10,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-11,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-12,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-13,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-14,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-15,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-16,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-17,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-18,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-19,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-20,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-21,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-22,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-23,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-24,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-25,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-26,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-27,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-28,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-29,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-30,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2023-12-31,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2024-01-01,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2024-01-02,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2024-01-03,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2024-01-04,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2024-01-05,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2024-01-06,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2024-01-07,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2024-01-08,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2024-01-09,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,0.0,1.0
2024-01-10,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-35000.0,1.0
2024-01-11,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-35000.0,1.0
2024-01-12,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-35000.0,1.0
2024-01-13,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-35000.0,1.0
2024-01-14,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-35000.0,1.0
2024-01-15,1.0,160.0,2103.0,0.0,2.0,1000.0,6.666666666666667,1.0,-35000.0,1.0
